-9.847,0.092,-9.053
-9.465,0.092,-9.088
-9.162,0.073,-9.109
-8.418,0.084,-9.074
-8.153,0.065,-9.031
-8.117,0.065,-8.986
-8.571,0.086,-8.963
-8.984,0.117,-8.953
-8.516,0.078,-8.932
-9.208,0.079,-8.956
-9.378,0.069,-8.996
-7.998,0.080,-8.936
-9.078,0.101,-8.941
-9.186,0.062,-8.971
-8.414,0.072,-8.943
-9.071,0.063,-8.964
-8.997,0.114,-8.955
-8.472,0.095,-8.921
-8.797,0.065,-8.923
-8.181,0.096,-8.869
-8.764,0.097,-8.856
-9.507,0.068,-8.907
-7.958,0.128,-8.824
-7.839,0.089,-8.754
-8.740,0.120,-8.734
-8.949,0.091,-8.742
-8.048,0.111,-8.680
-8.706,0.092,-8.674
-7.823,0.073,-8.618
-7.640,0.073,-8.551
-9.495,0.074,-8.611
-7.880,0.125,-8.537
-7.925,0.126,-8.468
-9.268,0.146,-8.484
-8.511,0.137,-8.454
-8.373,0.148,-8.412
-7.475,0.089,-8.340
-8.826,0.089,-8.361
-9.266,0.100,-8.406
-8.775,0.101,-8.417
-7.594,0.141,-8.330
-7.691,0.132,-8.258
-9.219,0.123,-8.296
-8.045,0.154,-8.241
-8.181,0.084,-8.230
-7.236,0.155,-8.124
-8.520,0.116,-8.127
-8.324,0.156,-8.099
-8.267,0.117,-8.088
-7.549,0.118,-8.029
-8.521,0.138,-8.029
-8.052,0.109,-8.012
-16.862,0.120,-8.583
-8.432,0.110,-8.574
-7.091,0.111,-8.475
-7.939,0.092,-8.445
-8.057,0.142,-8.400
-7.033,0.123,-8.297
-7.850,0.094,-8.267
-7.515,0.154,-8.187
-7.820,0.115,-8.150
-6.775,0.116,-8.044
-6.688,0.116,-7.936
-6.531,0.147,-7.807
-8.224,0.118,-7.812
-7.885,0.098,-7.803
-8.166,0.119,-7.804
-7.277,0.110,-7.751
-6.317,0.110,-7.635
-6.596,0.141,-7.529
-7.995,0.141,-7.521
-6.983,0.132,-7.451
-6.110,0.123,-7.330
-6.117,0.163,-7.196
-7.453,0.144,-7.167
-6.219,0.134,-7.063
-5.894,0.135,-6.941
-6.448,0.176,-6.843
-6.252,0.136,-6.756
-6.885,0.177,-6.697
-6.908,0.137,-6.663
-5.950,0.178,-6.548
-5.401,0.158,-6.412
-6.842,0.139,-6.388
-5.943,0.180,-6.288
-7.093,0.170,-6.275
-5.432,0.171,-6.153
-6.281,0.121,-6.118
-5.249,0.172,-5.992
-5.877,0.112,-5.944
-5.814,0.163,-5.870
-5.570,0.143,-5.794
-5.097,0.114,-5.705
-5.022,0.144,-5.600
-5.157,0.115,-5.525
-6.342,0.185,-5.500
-4.886,0.166,-5.390
-6.120,0.146,-5.378
-6.293,0.127,-5.390
-4.605,0.147,-5.280
-4.907,0.168,-5.186
-5.929,0.128,-5.186
-4.930,0.129,-5.119
-4.301,0.139,-5.010
-4.691,0.150,-4.927
-5.741,0.190,-4.902
-5.750,0.151,-4.899
-5.169,0.171,-4.849
-5.218,0.182,-4.803
-5.116,0.192,-4.748
-4.783,0.162,-4.690
-4.871,0.173,-4.637
-3.787,0.143,-4.529
-4.234,0.164,-4.446
-3.810,0.134,-4.355
-5.135,0.134,-4.357
-4.290,0.165,-4.289
-3.325,0.135,-4.176
-3.170,0.126,-4.061
-4.554,0.156,-4.032
-3.287,0.166,-3.915
-4.421,0.147,-3.890
-4.344,0.157,-3.858
-3.716,0.127,-3.801
-2.928,0.128,-3.695
-3.520,0.128,-3.633
5.628,0.148,-2.952
-4.083,0.159,-2.943
-3.994,0.179,-2.921
-4.075,0.179,-2.910
-2.275,0.150,-2.794
-2.525,0.140,-2.707
-3.034,0.180,-2.640
-2.164,0.161,-2.530
7.517,0.191,-1.761
-2.672,0.181,-1.711
-3.520,0.151,-1.737
-1.928,0.132,-1.668
-1.986,0.192,-1.581
-3.134,0.172,-1.586
-1.852,0.183,-1.504
-1.789,0.193,-1.419
-2.666,0.163,-1.414
-1.093,0.173,-1.301
-2.139,0.163,-1.271
-1.736,0.174,-1.212
-1.592,0.194,-1.140
-2.258,0.194,-1.118
-0.823,0.134,-1.033
-0.589,0.194,-0.908
-0.644,0.135,-0.823
-1.459,0.185,-0.774
-1.054,0.135,-0.727
-1.749,0.165,-0.716
-1.994,0.155,-0.729
-0.578,0.175,-0.640
-0.873,0.146,-0.590
-0.477,0.156,-0.513
-9.441,0.166,-1.039
-0.145,0.156,-0.930
0.161,0.166,-0.801
-0.913,0.206,-0.731
-0.526,0.196,-0.646
-0.540,0.166,-0.581
0.647,0.157,-0.444
-0.706,0.157,-0.406
-0.330,0.167,-0.340
0.957,0.167,-0.193
-0.036,0.177,-0.114
0.041,0.157,-0.045
1.068,0.157,0.088
0.855,0.187,0.215
0.132,0.137,0.263
0.689,0.137,0.345
1.267,0.137,0.461
0.514,0.147,0.525
0.351,0.197,0.598
0.848,0.187,0.693
1.985,0.207,0.869
1.683,0.207,1.014
1.160,0.167,1.098
1.667,0.157,1.206
0.784,0.197,1.267
0.501,0.187,1.299
2.158,0.207,1.448
1.065,0.197,1.510
1.252,0.197,1.579
1.879,0.157,1.667
2.756,0.147,1.803
1.073,0.187,1.838
2.560,0.157,1.955
1.506,0.167,1.999
3.253,0.147,2.147
2.519,0.186,2.257
1.616,0.206,2.309
2.912,0.176,2.429
3.128,0.196,2.565
1.754,0.206,2.607
3.210,0.186,2.731
2.326,0.156,2.775
3.071,0.146,2.861
2.777,0.165,2.930
2.912,0.185,3.013
3.057,0.145,3.081
2.522,0.155,3.113
4.137,0.165,3.255
4.252,0.175,3.402
3.856,0.144,3.500
2.650,0.154,3.515
4.154,0.174,3.638
4.438,0.204,3.787
3.612,0.194,3.868
4.095,0.153,3.956
3.678,0.153,4.010
4.061,0.133,4.076
3.994,0.203,4.166
4.546,0.152,4.262
3.629,0.162,4.296
4.281,0.132,4.356
3.712,0.182,4.397
5.364,0.171,4.539
4.775,0.191,4.643
4.496,0.181,4.718
4.866,0.131,4.788
4.706,0.150,4.852
5.296,0.170,4.960
4.936,0.180,5.042
4.275,0.189,5.078
5.414,0.179,5.182
5.103,0.189,5.263
5.921,0.168,5.384
6.439,0.168,5.532
4.607,0.128,5.531
5.104,0.137,5.565
6.571,0.157,5.704
4.928,0.147,5.720
6.164,0.176,5.831
5.370,0.196,5.890
5.546,0.155,5.937
6.191,0.135,6.014
5.485,0.185,6.062
6.810,0.194,6.198
7.204,0.134,6.326
6.887,0.124,6.420
6.850,0.193,6.540
6.303,0.123,6.583
5.665,0.132,6.583
6.577,0.192,6.671
7.649,0.141,6.800
6.129,0.131,6.817
7.540,0.121,6.920
7.230,0.140,7.006
6.280,0.150,7.028
6.679,0.149,7.073
7.558,0.169,7.182
7.226,0.128,7.243
7.573,0.178,7.347
6.811,0.137,7.374
7.787,0.127,7.459
7.574,0.176,7.548
7.450,0.176,7.622
6.835,0.125,7.626
7.690,0.185,7.713
7.094,0.114,7.721
7.268,0.114,7.738
8.101,0.163,7.832
7.374,0.163,7.872
8.666,0.112,7.971
7.807,0.182,8.039
7.318,0.151,8.055
7.829,0.141,8.098
9.159,0.130,8.222
7.538,0.129,8.231
8.067,0.179,8.295
8.956,0.138,8.396
7.973,0.158,8.435
8.420,0.137,8.490
8.287,0.147,8.536
8.183,0.136,8.567
9.479,0.155,8.692
7.883,0.105,8.679
7.958,0.114,8.674
9.501,0.104,8.766
8.164,0.173,8.797
8.107,0.102,8.787
8.769,0.152,8.844
8.680,0.141,8.886
8.580,0.171,8.932
13.690,0.170,9.317
9.270,0.139,9.375
10.068,0.169,9.496
9.217,0.118,9.530
9.054,0.097,9.540
10.131,0.167,9.653
10.037,0.166,9.753
10.313,0.136,9.851
9.357,0.125,9.875
9.992,0.154,9.952
10.515,0.144,10.054
9.658,0.103,10.074
9.380,0.122,10.081
10.062,0.122,10.133
10.823,0.091,10.217
9.913,0.110,10.245
9.163,0.100,10.215
9.541,0.159,10.237
10.120,0.138,10.286
10.337,0.138,10.345
10.274,0.137,10.396
10.260,0.116,10.432
9.645,0.155,10.442
9.700,0.095,10.426
9.614,0.134,10.421
11.158,0.103,10.504
9.460,0.143,10.487
9.612,0.082,10.451
10.543,0.141,10.505
10.384,0.140,10.545
10.634,0.140,10.598
11.273,0.129,10.686
10.561,0.078,10.697
10.619,0.078,10.712
10.266,0.097,10.710
11.272,0.136,10.793
10.597,0.115,10.817
10.782,0.115,10.850
9.766,0.094,10.804
10.749,0.103,10.828
11.562,0.073,10.891
10.914,0.122,10.930
11.435,0.101,10.993
11.525,0.070,11.044
10.595,0.130,11.057
11.203,0.119,11.105
11.171,0.118,11.147
10.199,0.067,11.097
11.115,0.077,11.115
11.571,0.066,11.157
11.356,0.085,11.191
11.811,0.094,11.259
10.704,0.084,11.244
11.487,0.073,11.276
10.769,0.112,11.277
11.481,0.081,11.309
10.131,0.071,11.245
10.631,0.110,11.234
10.440,0.059,11.185
11.078,0.058,11.181
11.186,0.118,11.212
11.323,0.057,11.221
10.749,0.066,11.196
10.614,0.085,11.171
11.359,0.065,11.187
10.172,0.094,11.136
7.055,0.123,10.890
10.498,0.112,10.878
10.249,0.091,10.840
11.830,0.121,10.922
10.590,0.120,10.918
10.899,0.059,10.905
11.478,0.088,10.946
11.305,0.068,10.964
11.612,0.097,11.016
11.058,0.046,11.005
11.824,0.045,11.046
11.348,0.045,11.054
10.342,0.054,10.998
10.375,0.063,10.952
10.548,0.102,10.936
10.049,0.072,10.874
10.260,0.101,10.841
10.860,0.060,10.830
11.320,0.049,10.846
11.598,0.059,10.885
11.476,0.058,10.915
11.523,0.107,10.970
9.979,0.076,10.905
11.065,0.076,10.914
9.930,0.035,10.828
10.374,0.104,10.808
10.217,0.083,10.767
10.230,0.073,10.724
10.022,0.092,10.678
11.153,0.081,10.704
10.543,0.090,10.693
4.993,0.060,10.295
11.412,0.049,10.337
10.430,0.088,10.331
11.547,0.097,10.406
9.894,0.047,10.343
10.450,0.026,10.311
11.305,0.035,10.344
10.890,0.094,10.376
10.903,0.024,10.375
11.246,0.073,10.422
9.949,0.032,10.361
10.980,0.022,10.368
9.551,0.041,10.288
9.561,0.090,10.236
9.801,0.049,10.183
11.159,0.029,10.214
10.347,0.028,10.191
9.345,0.047,10.111
9.781,0.047,10.064
9.427,0.056,9.999
9.872,0.045,9.963
10.817,0.065,10.001
9.791,0.014,9.946
10.274,0.033,9.936
9.286,0.062,9.874
9.978,0.052,9.857
10.569,0.071,9.890
9.770,0.080,9.873
9.029,0.040,9.788
10.108,0.009,9.766
10.087,0.038,9.757
9.434,0.078,9.725
8.781,0.047,9.636
9.818,0.076,9.634
9.724,0.046,9.612
8.889,0.075,9.550
9.643,0.014,9.512
8.687,0.004,9.409
10.370,0.013,9.427
8.362,0.002,9.307
9.634,0.012,9.283
9.045,0.061,9.244
8.606,0.061,9.178
8.206,0.010,9.065
8.365,0.049,8.986
8.834,0.009,8.923
8.022,0.038,8.824
8.180,0.038,8.739
8.927,0.007,8.695
9.393,0.006,8.685
9.099,-0.004,8.653
9.594,0.025,8.672
8.218,0.045,8.608
8.372,0.024,8.547
8.146,0.013,8.471
8.608,0.023,8.434
8.801,-0.008,8.399
7.492,-0.008,8.279
8.413,0.001,8.231
8.064,0.001,8.164
8.094,0.060,8.130
8.463,0.019,8.105
7.402,0.039,8.019
7.650,0.028,7.950
8.348,0.048,7.941
6.935,0.017,7.824
8.512,0.037,7.828
8.678,0.006,7.830
7.644,0.036,7.778
8.119,0.005,7.748
6.904,0.005,7.638
8.458,0.054,7.661
